player_id,games,pa,avg,obp,slg,ops,hr,sb,bb_rate,k_rate,last_14_ops,stat_level,stat_team,data_source,source_url,era,whip,k_per_9,bb_per_9,last_14_era
mlb-top100-14,8,37,.333,.514,.519,1.033,1,7,24.3,18.9,,AAA,Lehigh Valley IronPigs,Baseball Savant,https://baseballsavant.mlb.com/savant-player/aidan-miller-805795?stats=career-r-hitting-milb,,,,,
